MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Family Guy,1999.0,"
Animation, Comedy            ",8.1,"
In a wacky Rhode Island town, a dysfunctional family strive to cope with everyday life as they are thrown from one crazy scenario to another.","
            
    Stars:
Seth MacFarlane, 
Alex Borstein, 
Seth Green, 
Mila Kunis
",0.3483047410200525,0.025791324736225085,0.0
Daredevil,2015.0,"
Action, Crime, Drama            ",8.6,"
A blind lawyer by day, vigilante by night. Matt Murdock fights the crime of New York as Daredevil.","
            
    Stars:
Charlie Cox, 
Vincent D'Onofrio, 
Deborah Ann Woll, 
Elden Henson
",0.4178121420389462,0.06330597889800703,0.0
Dark,2017.0,"
Crime, Drama, Mystery            ",8.8,"
A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.","
            
    Stars:
Louis Hofmann, 
Karoline Eichhorn, 
Lisa Vicari, 
Maja Schöne
",0.34835488342448107,0.07033997655334115,0.0
Boku no hîrô akademia,2016.0,"
Animation, Action, Adventure            ",8.4,"
A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.","
            
    Stars:
Daiki Yamashita, 
Nobuhiko Okamoto, 
Ayane Sakura, 
Justin Briner
",0.04943706793961517,0.028135990621336458,0.0
Cobra Kai,2018.0,"
Action, Comedy, Drama            ",8.6,"
Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","
            
    Stars:
Courtney Henggeler, 
Mary Mouser, 
Tanner Buchanan, 
Ralph Macchio
",0.13624025565940603,0.035169988276670575,0.0
 Kingdom,2019.0,"
Action, Drama, History            ",7.1,"
Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""","
    Director:
Seong-hun Kim
| 
    Stars:
Jun Ji-hyun, 
Si-ah Kim, 
Byeong-eun Park, 
Kyo-hwan Koo
",0.00711799287755002,0.10785463071512309,0.0
Gotham,2014.0,"
Action, Crime, Drama            ",7.8,"
The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.","
            
    Stars:
Ben McKenzie, 
Jada Pinkett Smith, 
Donal Logue, 
Camren Bicondova
",0.24119387950668786,0.0492379835873388,0.0
Billions,2016.0,"
Drama            ",8.4,"
U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.","
            
    Stars:
Paul Giamatti, 
Damian Lewis, 
Maggie Siff, 
David Costabile
",0.08256114030513323,0.07033997655334115,0.0
Agents of S.H.I.E.L.D.,2013.0,"
Action, Adventure, Drama            ",7.5,"
The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","
            
    Stars:
Clark Gregg, 
Ming-Na Wen, 
Brett Dalton, 
Iain De Caestecker
",0.2285591078663404,0.052754982415005855,0.0
Don't Breathe,2016.0,"
Crime, Horror, Thriller            ",7.1,"
Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.","
    Director:
Fede Alvarez
| 
    Stars:
Stephen Lang, 
Jane Levy, 
Dylan Minnette, 
Daniel Zovatto
",0.26475300965854137,0.10316529894490034,0.1770202972163251
The Ice Road,2021.0,"
Action, Adventure, Drama            ",5.6,"
After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","
    Director:
Jonathan Hensleigh
| 
    Stars:
Liam Neeson, 
Marcus Thomas, 
Laurence Fishburne, 
Amber Midthunder
",0.022910621721243887,0.12778429073856976,0.0
Arrow,2012.0,"
Action, Adventure, Crime            ",7.5,"
Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","
            
    Stars:
Stephen Amell, 
Katie Cassidy, 
David Ramsey, 
Susanna Thompson
",0.4621034850085353,0.0492379835873388,0.0
Orange Is the New Black,2013.0,"
Comedy, Crime, Drama            ",8.0,"
Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.","
            
    Stars:
Taylor Schilling, 
Danielle Brooks, 
Taryn Manning, 
Emma Myles
",0.3170715944393187,0.06916764361078546,0.0
Gossip Girl,2007.0,"
Drama, Romance            ",7.4,"
Privileged teens living on the Upper East Side of New York can hide no secret from the ruthless blogger who is always watching.","
            
    Stars:
Blake Lively, 
Leighton Meester, 
Penn Badgley, 
Ed Westwick
",0.17791193656651555,0.0492379835873388,0.0
Bridgerton,2020.0,"
Drama, Romance            ",7.3,"
Wealth, lust, and betrayal set against the backdrop of Regency-era England, seen through the eyes of the powerful Bridgerton family.","
            
    Stars:
Phoebe Dynevor, 
Regé-Jean Page, 
Nicola Coughlan, 
Jonathan Bailey
",0.0935367554967218,0.07033997655334115,0.0
The Kominsky Method,2018.0,"
Comedy, Drama            ",8.2,"
An aging actor, who long ago enjoyed a brush with fame, makes his living as an acting coach.","
            
    Stars:
Michael Douglas, 
Sarah Baker, 
Graham Rogers, 
Melissa Tang
",0.037261377868702664,0.035169988276670575,0.0
Homeland,2011.0,"
Crime, Drama, Mystery            ",8.3,"
A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.","
            
    Stars:
Claire Danes, 
Mandy Patinkin, 
Damian Lewis, 
Rupert Friend
",0.3591388432035871,0.06447831184056271,0.0
Riverdale,2017.0,"
Crime, Drama, Mystery            ",6.8,"
While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.","
            
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
",0.1405235312732605,0.052754982415005855,0.0
Sherlock,2010.0,"
Crime, Drama, Mystery            ",9.1,"
A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.","
            
    Stars:
Benedict Cumberbatch, 
Martin Freeman, 
Una Stubbs, 
Rupert Graves
",0.9349095876734369,0.10316529894490034,0.0
La cocinera de Castamar,2021.0,"
Drama            ",7.4,"
Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.","
            
    Stars:
Michelle Jenner, 
Roberto Enríquez, 
Hugo Silva, 
Maxi Iglesias
",0.0014886722737017574,0.0,0.0
Queen of the South,2016.0,"
Action, Crime, Drama            ",8.0,"
Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.","
            
    Stars:
Alice Braga, 
Hemky Madera, 
Peter Gadiot, 
Veronica Falcón
",0.025982679699234717,0.0492379835873388,0.0
CSI: Crime Scene Investigation,2000.0,"
Crime, Drama, Mystery            ",7.6,"
Series following an elite team of police forensic evidence investigation experts as they work their cases in Las Vegas.","
            
    Stars:
Laurence Fishburne, 
Marg Helgenberger, 
George Eads, 
Eric Szmanda
",0.08756980936972111,0.07033997655334115,0.0
The Umbrella Academy,2019.0,"
Action, Adventure, Comedy            ",8.0,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.","
            
    Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman
",0.1955698628549525,0.07033997655334115,0.0
Supergirl,2015.0,"
Action, Adventure, Drama            ",6.2,"
The adventures of Superman's cousin in her own superhero career.","
            
    Stars:
Melissa Benoist, 
Chyler Leigh, 
David Harewood, 
Mehcad Brooks
",0.12855732502529404,0.050410316529894486,0.0
BoJack Horseman,2014.0,"
Animation, Comedy, Drama            ",8.7,"
BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.","
            
    Stars:
Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Aaron Paul
",0.1385245207500412,0.029308323563892142,0.0
The Lord of the Rings: The Fellowship of the Ring,2001.0,"
Action, Adventure, Drama            ",8.8,"
A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","
    Director:
Peter Jackson
| 
    Stars:
Elijah Wood, 
Ian McKellen, 
Orlando Bloom, 
Sean Bean
",0.0019087541952478371,0.20867526377491205,0.6260590067657389
I Think You Should Leave with Tim Robinson,2019.0,"
Comedy            ",7.8,"
In this new sketch show, Tim Robinson and guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.","
            
    Stars:
Tim Robinson, 
Sam Richardson, 
Patti Harrison, 
Conner O'Malley
",0.009020061418874048,0.01875732708089097,0.0
South Park,1997.0,"
Animation, Comedy            ",8.7,"
Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.","
            
    Stars:
Trey Parker, 
Matt Stone, 
Isaac Hayes, 
Mona Marshall
",0.37901863514603695,0.025791324736225085,0.0
Once Upon a Time,2011.0,"
Adventure, Fantasy, Romance            ",7.7,"
A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.","
            
    Stars:
Ginnifer Goodwin, 
Jennifer Morrison, 
Lana Parrilla, 
Robert Carlyle
",0.23691283244414135,0.07033997655334115,0.0
Star Trek: Discovery,2017.0,"
Action, Adventure, Drama            ",7.2,"
Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","
            
    Stars:
Sonequa Martin-Green, 
Doug Jones, 
Anthony Rapp, 
Mary Wiseman
",0.11262986882747,0.07033997655334115,0.0
Teen Wolf,2011.0,"
Action, Drama, Fantasy            ",7.6,"
An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Beacon Hills.","
            
    Stars:
Tyler Posey, 
Holland Roden, 
Dylan O'Brien, 
Linden Ashby
",0.14814294819509627,0.04806565064478312,0.0
How to Get Away with Murder,2014.0,"
Crime, Drama, Mystery            ",8.1,"
A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.","
            
    Stars:
Viola Davis, 
Billy Brown, 
Jack Falahee, 
Aja Naomi King
",0.15169191615298558,0.050410316529894486,0.0
Star Trek: Deep Space Nine,1993.0,"
Action, Adventure, Drama            ",8.0,"
In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy.","
            
    Stars:
Avery Brooks, 
Rene Auberjonois, 
Cirroc Lofton, 
Alexander Siddig
",0.062050668342537245,0.052754982415005855,0.0
Seinfeld,1989.0,"
Comedy            ",8.8,"
The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.","
            
    Stars:
Jerry Seinfeld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jason Alexander
",0.2950613074464813,0.025791324736225085,0.0
Spartacus: Blood and Sand,2010.0,"
Action, Adventure, Biography            ",8.5,"
The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","
            
    Stars:
Andy Whitfield, 
Lucy Lawless, 
Manu Bennett, 
Daniel Feuerriegel
",0.2545941585213116,0.06447831184056271,0.0
Hawaii Five-0,2010.0,"
Action, Crime, Drama            ",7.3,"
Steve McGarrett returns home to Oahu in order to find his father's killer; The Governor offers him the chance to run his own task force - Five-0.","
            
    Stars:
Alex O'Loughlin, 
Scott Caan, 
Taylor Wily, 
Daniel Dae Kim
",0.0764693953048881,0.0492379835873388,0.0
Good Witch,2015.0,"
Comedy, Drama, Fantasy            ",7.3,"
""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.","
            
    Stars:
Catherine Bell, 
Catherine Disher, 
James Denton, 
Kylee Evans
",0.009212831107010577,0.056271981242672915,0.0
The Sinner,2017.0,"
Crime, Drama, Mystery            ",7.9,"
Anthology series that examines how and why ordinary people commit brutal crimes.","
            
    Stars:
Bill Pullman, 
Dohn Norwood, 
Adam LeFevre, 
Jessica Biel
",0.10797442514519011,0.052754982415005855,0.0
Arrested Development,2003.0,"
Comedy            ",8.7,"
Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","
            
    Stars:
Jason Bateman, 
Michael Cera, 
Portia de Rossi, 
Will Arnett
",0.3168699105459505,0.025791324736225085,0.0
Escape Room,2019.0,"
Action, Adventure, Horror            ",6.4,"
Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.","
    Director:
Adam Robitel
| 
    Stars:
Taylor Russell, 
Logan Miller, 
Jay Ellis, 
Tyler Labine
",0.11070440049741265,0.11606096131301288,0.11311283506279639
You,2018.0,"
Crime, Drama, Romance            ",7.7,"
A dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.","
            
    Stars:
Penn Badgley, 
Victoria Pedretti, 
Ambyr Childers, 
Elizabeth Lail
",0.1756833852585788,0.052754982415005855,0.0
Mindhunter,2017.0,"
Crime, Drama, Thriller            ",8.6,"
Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","
            
    Stars:
Jonathan Groff, 
Holt McCallany, 
Anna Torv, 
Hannah Gross
",0.2626280859864236,0.07033997655334115,0.0
